Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Prerequisites
https://www.edx.org/course/chinas-first-empires-and-the-rise-of-buddhism,China’s First Empires and the Rise of Buddhism,"Learn about the Qin and Han dynasties, and how Buddhism and ideas of self-realization influenced the medieval period.",15 Weeks,1-3 hours per week,$139 USD,HarvardX,History,Introductory,Missing
https://www.edx.org/course/ecodesign-for-cities-and-suburbs,Ecodesign for Cities and Suburbs,Missing,6 Weeks,4-5 hours per week,$99 USD,UBCx,Environmental Studies,Introductory,Missing
https://www.edx.org/course/ethics-in-ai-and-big-data,Ethics in AI and Big Data,"Learn how to build and incorporate ethical frameworks in your AI and Big Data technology and business initiatives to add transparency, build trust, and drive adoption.",6 Weeks,1-2 hours per week,"₹14,907",LinuxFoundationX,Business & Management,Introductory,Missing
https://www.edx.org/course/aws-getting-started-with-cloud-security,AWS: Getting Started with Cloud Security,Let AWS Solutions Architects start you on your journey to secure your cloud resources.,4 Weeks,2-4 hours per week,$49 USD,AWS,Computer Science,Introductory,Missing
https://www.edx.org/course/leadership-focused-on-human-flourishing,Leadership focused on Human Flourishing,"It describes the elements of the Leadership model oriented towards human flourishing, in order to develop leaders who achieve better results.",4 Weeks,5-8 hours per week,$149 USD,TecdeMonterreyX,Business & Management,Intermediate,Bachelor's Degree Level
https://www.edx.org/course/digital-security-and-human-rights,Digital Security and Human Rights,Claim your rights and protect yourself online,3 Weeks,1-2 hours per week,$49 USD,AmnestyInternationalX,Social Sciences,Introductory,Missing
https://www.edx.org/course/amazon-sagemaker-simplifying-machine-learning-appl,Amazon SageMaker: Simplifying Machine Learning Application Development,Learn to integrate Machine Learning into your apps with training from AWS experts--and without a data science background.,4 Weeks,2-4 hours per week,$99 USD,AWS,Computer Science,Intermediate,Missing
https://www.edx.org/course/how-to-design-a-successful-business-model,How to Design a Successful Business Model,Missing,8 Weeks,2-4 hours per week,$99 USD,DelftX,Business & Management,Introductory,Missing
https://www.edx.org/course/architecture-algorithms-quantum-computer-internet,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet","Learn the basics of quantum algorithms, quantum error-correction, micro-architectures, compilers, and programming languages for quantum processors, and protocols for the quantum internet.",6 Weeks,6-8 hours per week,$79 USD,DelftX,Physics,Intermediate,"You should have a background in or deep interest in technology and familiarity with math. You should be able to read and understand popular written scientific contents, such as articles in New Scientist. Completion of the first course in the program, The Hardware of a Quantum Computer , is recommended."
https://www.edx.org/course/lifestyle-medicine-fundamentals,Lifestyle Medicine Fundamentals,"Learn key concepts of evidence-based lifestyle therapeutic approaches used to prevent and treat the root causes of lifestyle-related, chronic diseases.",1 Weeks,5-10 hours per week,$149 USD,DoaneX,Medicine,Introductory,none
https://www.edx.org/course/macroeconomics-literacy,Macroeconomics - The Basics,Explore macroeconomics and its current and future trends.,8 Weeks,10-18 hours per week,$79 USD,DoaneX,Economics & Finance,Introductory,none
https://www.edx.org/course/unconscious-bias-from-awareness-to-action-2,Unconscious Bias: From Awareness to Action,Learn in-demand leadership skills necessary to manage unconscious bias in your workplace.,3 Weeks,1-2 hours per week,$49 USD,CatalystX,Business & Management,Introductory,None
https://www.edx.org/course/introduction-to-open-source-networking-technologie,Introduction to Open Source Networking Technologies,"Learn technical fundamentals needed to adopt SDN, NFV, disaggregation, orchestration, network automation, and modern networking. Discover use cases and technical options for open networking. Plus: learn more about The Linux Foundation networking projects.",14 Weeks,3-4 hours per week,$169 USD,LinuxFoundationX,Computer Science,Introductory,It is recommended that audience have some basic knowledge of computer networking and virtualization.
https://www.edx.org/course/defensores-y-defensoras-de-los-derechos-humanos,Defensores y defensoras de los derechos humanos,"Los defensores y defensoras de los derechos humanos se enfrentan a la injusticia. Estudia lo que hacen para mitigar los riesgos y defenderlos derechos de las personas, y descubre cómo puedes usar tu voz en esta lucha a favor de la justicia.",4 Weeks,4-5 hours per week,$49 USD,AmnestyInternationalX,Social Sciences,Introductory,Missing
https://www.edx.org/course/building-containerized-applications-on-aws,Building Containerized Applications on AWS,Learn how to utilize container technologies and AWS services to modernize your applications,5 Weeks,2-4 hours per week,$99 USD,AWS,Computer Science,Intermediate,Missing
https://www.edx.org/course/herramientas-de-la-inteligencia-de-negocios,Herramientas de la Inteligencia de Negocios,"Aprende el proceso de extraer y transformar data para generar insumos y tomar decisiones. Usa software, herramientas y sistemas de apoyo.",5 Weeks,5-6 hours per week,$49 USD,GalileoX,Data Analysis & Statistics,Introductory,Missing
https://www.edx.org/course/system-design-for-supply-chain-management-and-logi,System Design for Supply Chain Management and Logistics,Missing,7 Weeks,4-5 hours per week,"₹3,671",ChalmersX,Business & Management,Introductory,Missing
https://www.edx.org/course/strategy-and-the-sustainable-enterprise,Strategy and the Sustainable Enterprise,Missing,5 Weeks,2-4 hours per week,$50 USD,IIMBx,Business & Management,Intermediate,"No prior knowledge or experience is mandatory. However, prior exposure in the subject areas of management, especially strategic management will help you navigate through course easily."
https://www.edx.org/course/the-entrepreneurial-mindset,The Entrepreneurial Mindset,Uncover the secrets of thinking like an entrepreneur to create value for stakeholders and society across a variety of business settings.,6 Weeks,4-6 hours per week,$149 USD,BabsonX,Business & Management,Introductory,None
https://www.edx.org/course/implementation-of-data-structures,Implementation of Data Structures,"Learn how to write correct and efficient data structures manipulation using existing standard template library (STL) of C++. Get introduced to the power of STL and make your code more solid, reusable, and robust.",6 Weeks,6-8 hours per week,$149 USD,IITBombayX,Computer Science,Intermediate,Concepts as covered in Object-Oriented Programming course and Foundations of Data Structures course.
https://www.edx.org/course/software-testing-fundamentals,Software Testing Fundamentals,Learn how to locate software bugs and defects using the latest testing techniques.,8 Weeks,8-10 hours per week,$249 USD,"USMx
UMGC",Computer Science,Introductory,Basic programming skills.
https://www.edx.org/course/gateway-to-medicine-an-introduction-to-the-field-o,Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,"The field of medicine combines science, art, wisdom and philosophy in service of humanity. Join us. A whole new world is here. Explore the mysteries of health and disease.
医学是集科学、哲学和人文于一体的艺术学科。打开本课，您将领略到一个全新的世界，我们将带您去揭开人类疾病与健康的奥秘。",10 Weeks,1-3 hours per week,$49 USD,TsinghuaX,Medicine,Introductory,None
https://www.edx.org/course/gestao-de-projetos-de-desenvolvimento,Gestão de Projetos de Desenvolvimento,“MOOC desenvolvido em colaboração com o Project Management Institute Educational Foundation (PMI-EF).” Aprenda melhores praticas de gestao de projetos governamentais para promover o desenvolvimento social e economico da America Latina e do Caribe.,10 Weeks,3-4 hours per week,$49 USD,IDBx,Business & Management,Introductory,Nenhum
https://www.edx.org/course/estadistica-aplicada-a-los-negocios,Estadística Aplicada a los Negocios,"Usa estadística descriptiva e inferencial en los negocios. Aprende a tomar decisiones con ayuda de estimadores, análisis regresional y más.",5 Weeks,5-6 hours per week,$49 USD,GalileoX,Data Analysis & Statistics,Introductory,Missing
https://www.edx.org/course/the-un-sustainable-development-goals-an-interdisci,The UN Sustainable Development Goals: an Interdisciplinary Academic Introduction,"An interdisciplinary introduction to the UN Sustainable Development Goals (SDGs)which looks at all SDGs, their progress and challenges.",7 Weeks,3-5 hours per week,$49 USD,KULeuvenX,Social Sciences,Introductory,Secondary school education
https://www.edx.org/course/sustainable-food-security-food-access,Sustainable Food Security: Food Access,"Learn the basics of food access decision-making. In other words, who decides what ends up on your plate. Spoiler alert: it’s not just you!",6 Weeks,6-8 hours per week,$49 USD,WageningenX,Social Sciences,Introductory,"Secondary school, undergraduate (first/second year BSc) students"
https://www.edx.org/course/astrophysics-the-violent-universe,Astrophysics: The Violent Universe,"Explore the deadliest places in the universe, from black holes to supernovae.",10 Weeks,2-4 hours per week,$50 USD,ANUx,Physics,Intermediate,High school maths and physics.
https://www.edx.org/course/driving-speed-through-agile-planning-2,Sprint Planning for Faster Agile Team Delivery,"Drive speed into any project with prioritized backlogs, limiting work-in-process, and engaging the entire agile team in effective sprint planning.",4 Weeks,2-3 hours per week,$199 USD,"UMD
USMx",Engineering,Advanced,Missing
